ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Original_Orthography,Translation_Other,Number,Example_Type,Source,Form_IDs
yaqui-385,yaqui,U jamut ili uusita baato betchi'ibo a'anak.,u\tjamut\tili\tuusi-ta\tbaato\tbetchi'ibo\ta'ana-k,det\twoman\tlittle\tchild-acc\tbaptism\tfor\tdress-pfv,The woman dressed the child for the baptism. / The woman dressed the child in order to attend the baptism.,,,,,385,Elicited from speaker,,yaqui-dress-1
yaqui-384,yaqui,Ume puatom baksiawak.,ume\tpuato-m\tbaksia-wa-k,det.pl\tdish-pl\twash-pass-pfv,The dishes were washed.,,,,,384,Elicited from speaker,,yaqui-wash-1
yaqui-383,yaqui,Joan ili uusita karota baksiatua.,Joan\tili\tuusi-ta\tkaro-ta\tbaksia-tua,Juan\tlittle\tchild-acc\tcar-acc\twash-caus,Juan made the child wash the car.,,,,,383,Elicited from speaker,,yaqui-wash-1
yaqui-382,yaqui,Marta sanaba beeata Joanta baksiaria.,Marta\tsanaba_beea-ta\tJoan-ta\tbaksia-ria,Marta\tcorn_leaf-acc\tJuan-acc\twash-appl,Maria is washing the corn leaves for Juan.,,"<SPAN STYLE= ""font-style:italic;"" >sanaba beea</SPAN><SPAN STYLE= """" > means 'corn leaves'; </SPAN><SPAN STYLE= ""font-style:italic;"" >beea</SPAN><SPAN STYLE= """" > means 'husk or skin' while the word </SPAN><SPAN STYLE= ""font-style:italic;"" >sanaba</SPAN><SPAN STYLE= """" > has not been registered by itself. We are glossing the words </SPAN><SPAN STYLE= ""font-style:italic;"" >sanaba beea</SPAN><SPAN STYLE= """" > as 'corn_leaf', even though it acquires a plural (collective) meaning when it is used.</SPAN>",,,382,Elicited from speaker,,yaqui-wash-1
yaqui-381,yaqui,U chu'u ousi jariuri.,u\tchu'u\tousi\tjariu-ri,det\tdog\tint\tsearch_for-res,The searched for dog. / The dog was searched.,,,,,381,Elicited from speaker,,yaqui-search-for-1
yaqui-380,yaqui,U chu'u ousi jariuwak.,u\tchu'u\tousi\tjariu-wa-k,det\tdog\tint\tsearch_for-pass-pfv,The dog was searched for too much.,,,,,380,Elicited from speaker,,yaqui-search-for-1
yaqui-379,yaqui,Inepo chu'utat jita jariwa.,inepo\tchu'u-ta-t\tjita\tjariwa,1sg.subj\tdog-acc-loc\tsomething\tsearch_for,I am searching for something on the dog.,,,,,379,Elicited from speaker,,yaqui-search-for-1
yaqui-378,yaqui,U yoeme Joanta uusita jariuria.,u\tyoeme\tJoan-ta\tuusi-ta\tjariu-ria,det\tman\tJuan-acc\tchild-acc\tsearch_for-appl,The man is searching for the boy for Juan. / The man is searching for Juan for the boy.,,,,,378,Elicited from speaker,,yaqui-search-for-1
yaqui-377,yaqui,Jita eewa.,jita\tee-wa,something\tthink-pass,Something is thought.,,,,,377,Elicited from speaker,,yaqui-think-1
yaqui-376,yaqui,U yoeme jita ea.,u\tyoeme\tjita\tea,det\tman\tsomething\tthink,The man is thinking (of doing) something. / The man pretends to do something.,,,,,376,Elicited from speaker,,yaqui-think-1
yaqui-375,yaqui,Ne yee ta'a.,ne\tyee\tta'a,1sg.subj\tpeople\tknow,I know someone/people.,,,,,375,Elicited from speaker,,yaqui-know-1
yaqui-374,yaqui,Yee ta'awa.,yee\tta'a-wa,people\tknow-pass,The known people. / The known things.,,"<SPAN STYLE= """" >It is  equivalent to say: 'acquaintances'.</SPAN>",,,374,Constructed by native speaker linguist,,yaqui-know-1
yaqui-373,yaqui,Aa jita ta'atu.,aa\tjita\tta'a-tu,can\tsomething\tknow-inch,It can be known.,,,,,373,Constructed by native speaker linguist,,yaqui-know-1
yaqui-372,yaqui,U yoeme uka jamutta uusita ta'aria.,u\tyoeme\tuka\tjamut-ta\tuusi-ta\tta'a-ria,det\tman\tdet.acc\twoman-acc\tchild-acc\tknow-appl,The man knows the woman's child.,,,,,372,Elicited from speaker,,yaqui-know-1
yaqui-371,yaqui,Maria tu'uliwa (Joanta betchi'ibo).,Maria\ttu'uli-wa\tJoan-ta\tbetchi'ibo,Maria\tlike-pass\tJuan-gen\tfor,Maria is liked so that she will be Juan's (girlfriend).,,"<SPAN STYLE= """" >The sense of the sentence is that someone, probably the parents, consider Maria a good girl to start a relationship with Juan.</SPAN>",,,371,Constructed by native speaker linguist,,yaqui-like-1
yaqui-370,yaqui,Maria aa tu'ulitu.,Maria\taa\ttu'uli-tu,Maria\tcan\tlike-inch,Maria is likeable (for someone). / Maria allows (someone) to woo her.,,,,,370,Elicited from speaker,,yaqui-like-1
yaqui-369,yaqui,Maria jamutta ko'arim tu'uliria.,Maria\tjamut-ta\tko'ari-m\ttu'uli-ria,Maria\twoman-acc\tskirt-pl\tlike-appl,Maria likes the woman's skirt.,,"<SPAN STYLE= """" >It does not mean 'Maria likes the skirt for the woman' as in 'Maria liked the skirt in order to give it as a gift to the woman</SPAN>",,,369,Elicited from speaker,,yaqui-like-1
yaqui-368,yaqui,U yoeme yee gomtak.,u\tyoeme\tyee\tgomta-k,det\tman\tpeople\tfrighten.trns-pfv,The man frightened people.,,,,,368,Elicited from speaker,,yaqui-frighten-1
yaqui-367,yaqui,Chu'u majaetu.,chu'u\tmajae-tu,dog\tfear-inch,Someone is scared because of the dog (lit. The fearsome dog (causes someone to be scared).).,,,,,367,Elicited from speaker,,yaqui-fear-1
yaqui-366,yaqui,Maria yee majae.,Maria\tyee\tmajae,Maria\tpeople\tfear,Maria is feeling fear (because of the people).,,"<SPAN STYLE= """" >'people' is the stimulus of Maria's fear but it is not an obligatory argument of the verb since it is possible to say </SPAN><SPAN STYLE= ""font-style:italic;"" >Maria majae</SPAN><SPAN STYLE= """" > with the same meaning: 'Maria is feeling fear'.</SPAN>",,,366,Elicited from speaker,,yaqui-fear-1
yaqui-365,yaqui,U sewa juktawa.,u\tsewa\tjukta-wa,det\tflower\tsmell-pass,The flower was smelled.,,,,,365,Elicited from speaker,,yaqui-smell-1
yaqui-364,yaqui,U sewa aa juktatu.,u\tsewa\taa\tjukta-tu,det\tflower\tcan\tsmell-inch,The flower can be smelled.,,,,,364,Elicited from speaker,,yaqui-smell-1
yaqui-363,yaqui,U sewa juktai.,u\tsewa\tjukta-i,det\tflower\tsmell-res,The smelled flower. / The flower was smelled.,,,,,363,Elicited from speaker,,yaqui-smell-1
yaqui-362,yaqui,U ili uusi chu'uta wakasta juktatua.,u\tili\tuusi\tchu'u-ta\twakas-ta\tjukta-tua,det\tlittle\tchild\tdog-acc\tcow-acc\tsmell-caus,The child makes the dog smell the cow.,,,,El niño hace que el perro huela a la vaca.,362,Elicited from speaker,,yaqui-smell-1
yaqui-361,yaqui,U yoeme uka jamutta wepul bwiikam bwiiktuak.,u\tyoeme\tuka\tjamut-ta\twepul\tbwiika-m\tbwiik-tua-k,det\tman\tdet.acc\twoman-acc\tone\tsong-pl\tsing-caus-pfv,The man made the woman sing a song.,,,,,361,Elicited from speaker,,yaqui-sing-1
yaqui-360,yaqui,U yoeme uka jamutta pueplopo jo'atuak.,u\tyoeme\tuka\tjamut-ta\tpueplo-po\tjo'a-tua-k,det\tman\tdet.acc\twoman-acc\ttown-loc\tlive-caus-pfv,The man made the woman live in the town.,,,,,360,Elicited from speaker,,yaqui-live-1
yaqui-359,yaqui,U yoeme uka ili uusita cheptituak.,u\tyoeme\tuka\tili\tuusi-ta\tchepti-tua-k,det\tman\tdet.acc\tlittle\tchild-acc\tjump-caus-pfv,The man made the child jump.,,,,,359,Elicited from speaker,,yaqui-jump-1
yaqui-358,yaqui,U yoeme uka ili uusita pisopo buibuitituak.,u\tyoeme\tuka\tili\tuusi-ta\tpiso-po\tbui-buiti-tua-k,det\tman\tdet.acc\tlittle\tchild-acc\tfloor-loc\trdp:iter-run-caus-pfv,The man made the child run on the floor.,,,,,358,Elicited from speaker,,yaqui-run-1
yaqui-357,yaqui,U yoeme uka jamutta betuk bwiapo yejtetuak.,u\tyoeme\tuka\tjamut-ta\tbetuk\tbwia-po\tyejte-tua-k,det\tman\tdet.acc\twoman-acc\tdown\tground-loc\tsit-caus-pfv,The man made the woman sit down on the floor.,,,,,357,Elicited from speaker,,yaqui-sit-1
yaqui-356,yaqui,U yoeme uka jamutta kauta ja'amutuak.,u\tyoeme\tuka\tjamut-ta\tkawi-t\tja'amu-tua-k,det\tman\tdet.acc\twoman-acc\tmountain-loc\tclimb-caus-pfv,The man made the woman climb up the hill.,,,,,356,Elicited from speaker,,yaqui-climb-1
yaqui-355,yaqui,U yoeme uka jamutta tastuak.,u\tyoeme\tuka\tjamut-ta\ttas-tua-k,det\tman\tdet.acc\twoman-acc\tcough-caus-pfv,The man made the woman cough.,,,,,355,Elicited from speaker,,yaqui-cough-1
yaqui-354,yaqui,U yoeme uka jamutta uka ili uusita a'anatuak.,u\tyoeme\tuka\tjamut-ta\tuka\tili\tuusi-ta\ta'ana-tua-k,det\tman\tdet.acc\twoman-acc\tdet.acc\tlittle\tchild-acc\tdress-caus-pfv,The man made the woman dress the child.,,,,,354,Elicited from speaker,,yaqui-dress-1
yaqui-353,yaqui,U yoeme uka jamuta paanim bwa'atuak.,u\tyoeme\tuka\tjamu-ta\tpaanim\tbwa'a-tua-k,det\tman\tdet.acc\twoman-acc\tbread\teat-caus-pfv,The man made the woman eat the bread.,,,,,353,Elicited from speaker,,yaqui-eat-1
yaqui-352,yaqui,U yoeme uka jamutta uusi beemeta aniatuak.,u\tyoeme\tuka\tjamut-ta\tuusi\tbeeme-ta\tania-tua-k,det\tman\tdet.acc\twoman-acc\tchild\tgirl-acc\thelp-caus-pfv,The man made the woman help the girl.,,,,,352,Elicited from speaker,,yaqui-help-1
yaqui-351,yaqui,U yoeme uka jamutta uusi beemeta jajatuak.,u\tyoeme\tuka\tjamut-ta\tuusi\tbeeme-ta\tjaja-tua-k,det\tman\tdet.acc\twoman-acc\tchild\tgirl-acc\tfollow-caus-pfv,The man made the woman follow the girl.,,,,,351,Elicited from speaker,,yaqui-follow-1
yaqui-350,yaqui,U yoeme uka jamutta uusi beemetamak emo nau teutuak.,u\tyoeme\tuka\tjamut-ta\tuusi\tbeeme-ta-mak\temo\tnau\tteu-tua-k,det\tman\tdet.acc\twoman-acc\tchild\tgirl-acc-com\trefl\ttogether\tmeet-caus-pfv,The man made the woman meet the girl.,,,,,350,Elicited from speaker,,yaqui-meet-1
yaqui-349,yaqui,U yoeme uka jamutta uusita jariutuak.,u\tyoeme\tuka\tjamut-ta\tuusi-ta\tjariu-tua-k,det\tman\tdet.acc\twoman-acc\tchild-acc\tsearch_for-caus-pfv,The man made the woman search for the child.,,,,,349,Elicited from speaker,,yaqui-search-for-1
yaqui-348,yaqui,U yoeme uka jamutta o'outa tu'urituak.,u\tyoeme\tuka\tjamut-ta\to'ou-ta\ttu'uri-tua-k,det\tman\tdet.acc\twoman-acc\tmale-acc\tlike-caus-pfv,The man made the woman like (the other) male.,,,,,348,Elicited from speaker,,yaqui-like-1
yaqui-347,yaqui,U yoeme uka jamutta o'outa majaetuak.,u\tyoeme\tuka\tjamut-ta\to'ou-ta\tmajae-tua-k,det\tman\tdet.acc\twoman-acc\tmale-acc\tfear-caus-pfv,The man made the woman fear the (other) man.,,,,,347,Elicited from speaker,,yaqui-fear-1
yaqui-346,yaqui,U yoeme uka jamutta uusita gomtatuak.,u\tyoeme\tuka\tjamut-ta\tuusi-ta\tgomta-tua-k,det\tman\tdet.acc\twoman-acc\tchild-acc\tfrighten.trns-caus-pfv,The man made the woman to frighten the boy.,,,,,346,Elicited from speaker,,yaqui-frighten-1
yaqui-345,yaqui,U yoeme uka jamutta uusita bitchutuak.,u\tyoeme\tuka\tjamut-ta\tuusi-ta\tbitchu-tua-k,det\tman\tdet.acc\twoman-acc\tchild-acc\tsee-caus-pfv,The man made the woman see the boy.,,,,,345,Elicited from speaker,,yaqui-see-1
yaqui-344,yaqui,U yoeme uka jamutta uusita ta'atuak.,u\tyoeme\tuka\tjamut-ta\tuusi-ta\tta'a-tua-k,det\tman\tdet.acc\twoman-acc\tchild-acc\tknow-caus-pfv,The man made the woman know the child.,,,,,344,Elicited from speaker,,yaqui-know-1
yaqui-343,yaqui,U yoeme uka jamutta uusitau jamutta betana a eteuriatuak.,u\tyoeme\tuka\tjamut-ta\tuusi-ta-u\tbeeme-ta\tbetana\ta\teteu-ria-tua-k,det\tman\tdet.acc\twoman-acc\tchild-acc-dir\tgirl-acc\tabout\t3sg.obj\ttell-appl-caus-pfv,The man made the woman tell the boy about the girl.,,,,,343,Elicited from speaker,,yaqui-tell-2
yaqui-342,yaqui,U yoeme uka jamutta o'outa tomita betchi'ibo a'autuak.,u\tyoeme\tuka\tjamut-ta\to'ou-ta\ttomi-ta\tbetchi'ibo\ta'au-tua-k,det\tman\tdet.acc\twoman-acc\tmale-acc\tmoney-acc\tfor\task_for-caus-pfv,The man made the woman ask the male for money.,,,,,342,Elicited from speaker,,yaqui-ask-for-1
yaqui-341,yaqui,U yoeme uusi beemetau etejoita teuwak.,u\tyoeme\tuusi\tbeeme-ta-u\teteori-ta\tteuwa-k,det\tman\tchild\tgirl-acc-dir\tstory-acc\ttell-pfv,The man told a story to the girl.,,,,,341,Elicited from speaker,,yaqui-tell-1
yaqui-340,yaqui,U yoeme uka jamutta uusi beemetat chachaaetuak.,u\tyoeme\tuka\tjamut-ta\tuusi\tbeeme-ta-t\tcha-chaae-tua-k,det\tman\tdet.acc\twoman-acc\tchild\tgirl-acc-loc\trdp:hab-shout-caus-pfv,The man made the woman shout at the girl.,,,,,340,Elicited from speaker,,yaqui-shout-at-1
yaqui-339,yaqui,U yoeme uka jamutta uusi beemetau kaita teuwatuak.,u\tyoeme\tuka\tjamut-ta\tuusi\tbeeme-ta-u\tkaita\tteuwa-tua-k,det\tman\tdet.acc\twoman-acc\tchild\tgirl-acc-dir\tnothing\ttell-caus-pfv,The man made the woman say nothing to the girl.,,,,,339,Elicited from speaker,,yaqui-tell-1
yaqui-338,yaqui,U yoeme uka uusi beemeta uusitau kaa suak ti jiutuak.,u\tyoeme\tu-ka\tuusi\tbeeme-ta\tuusi-ta-u\tkaa\tsuak\tti\tjiu-tua-k,det\tman\tdet-acc\tchild\tgirl-acc\tchild-acc-dir\tneg\tsmart\tthus\tname-caus-pfv,The man made the girl name the boy a dumb.,,,,,338,Elicited from speaker,,yaqui-be-named-1
yaqui-337,yaqui,U yoeme uka uusita karisaamita yaatuak.,u\tyoeme\tuka\tuusi-ta\tkarisaami-ta\tyaa-tua-k,det\tman\tdet.acc\tchild-acc\tadobe_house-acc\tmake-caus-pfv,The man made the boy build a house of adobe.,,,,,337,Elicited from speaker,,yaqui-build-1
yaqui-336,yaqui,U yoeme uka uusita karita saamimmea yaatuak.,u\tyoeme\tuka\tuusi-ta\tkari-ta\tsaamim-mea\tyaa-tua-k,det\tman\tdet.acc\tchild-acc\thouse-acc\tadobe-instr\tmake-caus-pfv,The man made the boy build a house with adobe.,,,,,336,Elicited from speaker,,yaqui-build-1
yaqui-335,yaqui,U yoeme uka uusita bentaanata tetae jamtatuak.,u\tyoeme\tu-ka\tuusi-ta\tbentana-ta\tteta-e\tjamta-tua-k,det\tman\tdet-acc\tchild-acc\twindow-acc\tstone-instr\tbreak.trns-caus-pfv,The man made the boy break the window with a stone.,,,,,335,Elicited from speaker,,yaqui-break-1
yaqui-334,yaqui,U yoeme uka uusita bakotta kutae me'etuak.,u\tyoeme\tuka\tuusi-ta\tbakot-ta\tkuta-e\tme'e-tua-k,det\tman\tdet.acc\tchild-acc\tsnake-acc\tstick-instr\tkill-caus-pfv,The man made the boy kill the snake with a stick.,,,,,334,Elicited from speaker,,yaqui-kill-1
yaqui-333,yaqui,U yoeme uka uusita bakotta kutae bebtuak.,u\tyoeme\tuka\tuusi-ta\tbakot-ta\tkuta-e\tbeb-tua-k,det\tman\tdet.acc\tchild-acc\tsnake-acc\tstick-instr\thit-caus-pfv,The man made the boy hit the snake with a stick.,,,,,333,Elicited from speaker,,yaqui-hit-1
yaqui-332,yaqui,U yoeme uka uusita bakotta kutae bwistuak.,u\tyoeme\tuka\tuusi-ta\tbakot-ta\tkuta-e\tbwis-tua-k,det\tman\tdet.acc\tchild-acc\tsnake-acc\tstick-instr\ttouch-caus-pfv,The man made the boy touch the snake with the stick.,,,,,332,Elicited from speaker,,yaqui-touch-1
yaqui-331,yaqui,U yoeme uka uusita nabasommea panim chuktatuak.,u\tyoeme\tu-ka\tuusi-ta\tnabasom-mea\tpan-im\tchukta-tua-k,det\tman\tdet-acc\tchild-acc\tknife-instr\tbread-pl\tcut.trns-caus-pfv,The man made the boy cut the bread with a knife.,,,,,331,Elicited from speaker,,yaqui-cut-1
yaqui-330,yaqui,U yoeme uka uusi beemeta mesapo jaimachirata tu'utetuak.,u\tyoeme\tuka\tuusi\tbeeme-ta\tmesa-po\tjaimachira-ta\ttu'ute-tua-k,det\tman\tdet.acc\tchild\tgirl-acc\ttable-loc\tdirt-acc\twipe-caus-pfv,The man made the girl wipe the dirt from the table.,,,,,330,Elicited from speaker,,yaqui-wipe-1
yaqui-329,yaqui,U yoeme uka uusi beemeta librom jiosiota siutatuak.,u\tyoeme\tu-ka\tuusi\tbeeme-ta\tlibro-m\tjiosia-ta\tsiuta-tua-k,det\tman\tdet-acc\tchild\tgirl-acc\tbook-pl\tpage-acc\ttear.trns-caus-pfv,The man made the woman tear the page from the book.,,,,,329,Elicited from speaker,,yaqui-tear-1
yaqui-328,yaqui,U yoeme uka uusi beemeta maejtrata librom essotuak.,u\tyoeme\tuka\tuusi\tbeeme-ta\tmaejtra-ta\tlibro-m\tesso-tua-k,det\tman\tdet.acc\tchild\tgirl-acc\tteacher-acc\tbook-pl\thide-caus-pfv,The man made the girl hide the book from the teacher.,,,,El hombre hizo que la muchacha le escondiera el libro a la maestra.,328,Elicited from speaker,,yaqui-hide-1
yaqui-327,yaqui,U yoeme uka uusi beemeta librom maejtrata bittuak.,u\tyoeme\tuka\tuusi\tbeeme-ta\tlibro-m\tmaejtra-ta\tbit-tua-k,det\tman\tdet.acc\tchild\tgirl-acc\tbook-pl\tteacher-acc\tsee-caus-pfv,The man made the girl show the book to the teacher.,,,,,327,Elicited from speaker,,yaqui-show-1
yaqui-326,yaqui,U yoeme uka uusi beemeta maejtrota liprom maktuak.,u\tyoeme\tuka\tuusi\tbeeme-ta\tmaejtro-ta\tlipro-m\tmak-tua-k,det\tman\tdet.acc\tchild\tgirl-acc\tteacher-acc\tbook-pl\tgive-caus-pfv,The man made the girl give the teacher the book.,,,,,326,Elicited from speaker,,yaqui-give-1
yaqui-325,yaqui,U yoeme uka uusi beemeta maejtratau liprom bittuatebok.,u\tyoeme\tuka\tuusi\tbeeme-ta\tmaejtra-ta-u\tlibro-m\tbittua-tebo-k,det\tman\tdet.acc\tchild\tgirl-acc\tteacher-acc-dir\tbook-pl\tsend-ind.caus-pfv,The man made the girl send the book to the teacher.,,,,,325,Elicited from speaker,,yaqui-send-1
yaqui-324,yaqui,U yoeme jamutta baasopo ba'am to'otuak.,u\tyoeme\tjamut-ta\tbaaso-po\tba'am\tto'o-tua-k,det\tman\twoman-acc\tglass-loc\twater\tpour.rdp-caus-pfv,The man made the woman pour the water into the glass.,,,,,324,Elicited from speaker,,yaqui-pour-1
yaqui-323,yaqui,U yoeme jamutta karopo pajata pu'aktatuak.,u\tyoeme\tjamut-ta\tkaro-po\tpaja-ta\tpu'akta-tua-k,det\tman\twoman-acc\tcar-loc\thay-acc\tload.trns-caus-pfv,The man made the woman load the hay on the car.,,,,,323,Elicited from speaker,,yaqui-load-1
yaqui-322,yaqui,U yoeme jamutta uka baasota ba'ammea tapuniatuak.,u\tyoeme\tjamut-ta\tuka\tbaaso-ta\tba'am-mea\ttapunia-tua-k,det\tman\twoman-acc\tdet.acc\tglass-acc\twater-instr\tfill-caus-pfv,The man made the woman fill the glass with water.,,,,,322,Elicited from speaker,,yaqui-fill-1
yaqui-321,yaqui,U yoeme jamutta uka ili uusita pisammea paktatuak.,u\tyoeme\tjamut-ta\tuka\tili\tuusi-ta\tpisam-mea\tpatta-tua-k,det\tman\twoman-acc\tdet.acc\tlittle\tchild-acc\tblanket-instr\tcover-caus-pfv,The man made the woman cover the boy with the blanket.,,,,,321,Elicited from speaker,,yaqui-cover-1
yaqui-320,yaqui,U sontao kawiu bichaa buite.,u\tsontao\tkawi-u\tbichaa\tbuite,det\tsoldier\tmountain-dir\ttowards\trun,The soldier runs towards the mountain.,,,,,320,Constructed by native speaker linguist,3762967808[68],yaqui-run-1
yaqui-319,yaqui,In maala in jakamak binwa etejo.,in\tmaala\tin\tjaka-mak\tbinwa\tetejo,1sg.pos\tmother\t1sg.pos\tolder_aunt-com\ta_while\ttalk,My mom is talking to my aunt for long.,,,,,319,Constructed by native speaker linguist,3762967808[85],yaqui-talk-1
yaqui-318,yaqui,"Achaim, emou ne etejobae.",achai-m\temo-u\tne\tetejo-bae,mister-pl\t2pl.refl-dir\t1sg\ttell-des,"Gentlemen, I want to tell you (...).",,"<SPAN STYLE= """" >Many of the Yaqui narratives begin with these words of introduction.</SPAN>",,,318,Constructed by native speaker linguist,3762967808[85],yaqui-tell-2
yaqui-317,yaqui,Chu'um ne majaetua.,chu'u-m\tne\tmajae-tua,dog-pl\t1sg\tfear-caus,I frightened the dogs. \ lit. I made the dogs to fear.,,,,Hago que los perros tengan miedo.,317,Constructed by native speaker linguist,3762967808[134],yaqui-fear-1
yaqui-316,yaqui,Joan sementokarita yaak.,Joan\tsemento-kari-ta\tyaa-k,Juan\tcement-house-acc\tmake-pfv,Juan made a cement house.,,,,,316,Elicited from speaker,,yaqui-build-1
yaqui-315,yaqui,Joan tablamak karita yaak.,Joan\ttabla-mak\tkari-ta\tyaa-k,Juan\twood-instr\thouse-acc\tmake-pfv,Juan made a house by using wood. / Juan built a house out of wood.,,,,,315,Elicited from speaker,,yaqui-build-1
yaqui-314,yaqui,U bepa'aria bwiae yaari.,u\tbepa'aria\tbwia-e\tyaa-ri,det\tceiling\tearth-instr\tmake-res,The ceiling is made of earth.,,,,,314,Constructed by native speaker linguist,3762967808[201],yaqui-build-1
yaqui-313,yaqui,U jamut bwiata bweje papaam jariwakai.,u\tjamut\tbwia-ta\tbweje\tpapaa-m\tjariwa-kai,det\twoman\tground-acc\tdig\tpotato-pl\tlook_for-ptcp,The woman is digging the ground looking for potatoes.,,,,,313,Elicited from speaker,,yaqui-dig-1
yaqui-312,yaqui,U jamut paapam jariwaka jibweje.,u\tjamut\tpaapa-m\tjariwa-ka\tji-bweje,det\twoman\tpotato-pl\tlook_for-ptcp\tsomething-dig,The woman is digging looking for potatoes.,,,,,312,Elicited from speaker,,yaqui-dig-1
yaqui-311,yaqui,Si ketgo jamuchim batwepo jipaksia.,si\tketgo\tjamuch-im\tbatwe-po\tji-baksia,int\tearly\twoman-pl\triver-loc\tsomething-wash,Women wash early (in the morning) in the river.,,"<SPAN STYLE= """" >The verb form changes from </SPAN><SPAN STYLE= ""font-style:italic;"" >baksia</SPAN><SPAN STYLE= """" > into </SPAN><SPAN STYLE= ""font-style:italic;"" >paksia</SPAN><SPAN STYLE= """" > because of the prefixation of the </SPAN><SPAN STYLE= ""font-style:italic;"" >ji('i)-</SPAN><SPAN STYLE= """" > intransitivizer morpheme.</SPAN>",,,311,Constructed by native speaker linguist,3762967808[105],yaqui-wash-1
yaqui-310,yaqui,Inepo Joanta ta'ak.,inepo\tJoan-ta\tta'a-k,1sg.subj\tJuan-acc\tknow-pfv,I knew Juan. / I met Juan.,,,,,310,Elicited from speaker,,yaqui-know-1
yaqui-309,yaqui,Joan a'abo wee-tiia.,Joan\ta'abo\twee-tiia,Juan\ttoward.here\twalk.sg-say.trns,Juan says he is coming.,,,,,309,Elicited from speaker,,yaqui-say-1
yaqui-308,yaqui,U yoeme bu'uk teuwa.,u\tyoeme\tbu'uk\tteuwa,det\tman\tovermuch\ttell,The man is talking too much.,,"<SPAN STYLE= """" >The sense of the example is that the man is telling something that he is not supposed to tell anybody.</SPAN>",,,308,Constructed by native speaker linguist,3762967808[184],yaqui-tell-1
yaqui-307,yaqui,Joan chu'uta tetae me'ak.,Joan\tchu'u-ta\tteta-e\tme'a-k,Juan\tdog-acc\tstone-instr\tkill-pfv,Juan killed the dog with a stone.,,,,,307,Elicited from speaker,,yaqui-kill-1
yaqui-306,yaqui,Joan kutachukte.,Joan\tkuta-chukte,Juan\tfirewood-cut.intr,Juan is cutting firewood.,,,,,306,Constructed by native speaker linguist,3762967808[127],yaqui-cut-1
yaqui-305,yaqui,U ili uusi jamut jiosiam maejtrotau nu'upak.,u\tili\tuusi\tjamut\tjiosiam\tmaejtro-ta-u\tnu'upa-k,det\tlittle\tchild\twoman\tbook.acc\tteacher-acc-dir\tbring-pfv,The little girl brought the book to the teacher.,,,,,305,Elicited from speaker,,yaqui-bring-1
yaqui-304,yaqui,Jume'e na'asom kom watte.,jume'e\tna'asom\tkom\twatte,dem:pl\toranges.acc\tdown\tthrow.intr,Those oranges are falling down.,,,,,304,Constructed by native speaker linguist,3762967808[196],yaqui-throw-1
yaqui-303,yaqui,Sankoata ne mekka wattak.,sankoa-ta\tne\tmekka\twatta-k,garbage-acc\t1sg\tfar\tthrow.trns-pfv,I threw the litter far away.,,,,,303,Constructed by native speaker linguist,3762967808[196],yaqui-throw-1
yaqui-302,yaqui,Ume kutam kaa tu'isi beete.,ume\tkuta-m\tkaa\ttu'isi\tbeete,det.pl\tfirewood-pl\tneg\twell\tburn.intr,The firewood does not burn well.,,,,,302,Constructed by native speaker linguist,3762967808[63],yaqui-burn-1
