ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,verb_type,original_script,simplex_or_complex,Basic_Coding_Frame_ID
korean-run-2,,korean,run,ttwida,ttwida,,"<SPAN STYLE= """" >Similarly to </SPAN><SPAN STYLE= ""font-style:italic;"" >dallida</SPAN><SPAN STYLE= """" > 'RUN', this verb allows for way-arguments to be expressed with accusative case (ex. 112), although these cannot be passivised and therefore not be regarded as true syntactic objects.<BR><BR>As an equally similar trait, the periphrastic passive seems to be applicable on this verb, where the agent argument seems to be deleted, as shown in ex. 172. Note that the periphrastic passive brings about a modal meaning.</SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,뛰다 ,Simplex,12732698953
korean-jump-1,,korean,jump,ttwida,ttwida,,"<SPAN STYLE= """" >Similarly to </SPAN><SPAN STYLE= ""font-style:italic;"" >dallida</SPAN><SPAN STYLE= """" > 'RUN', this verb allows for way-arguments to be expressed with accusative case (ex. 112), although these cannot be passivised and therefore not be regarded as true syntactic objects.<BR><BR>As an equally similar trait, the periphrastic passive seems to be applicable on this verb, where the agent argument seems to be deleted, as shown in ex. 172. Note that the periphrastic passive brings about a modal meaning.</SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,뛰다 ,Simplex,12732698953
korean-sing-1,,korean,sing,noraebureuda,noraebureuda,,"<SPAN STYLE= """" >This is a complex predicate that consists of </SPAN><SPAN STYLE= ""font-style:italic;"" >norae</SPAN><SPAN STYLE= """" > 'song' and </SPAN><SPAN STYLE= ""font-style:italic;"" >bureuda</SPAN><SPAN STYLE= """" > 'call' which jointly build the meaning 'to SING'. Whereas </SPAN><SPAN STYLE= ""font-style:italic;"" >norae</SPAN><SPAN STYLE= """" > can be replaced by any noun that refers to a type of song, it cannot be entirely omitted when the meaning 'to SING' is intended. <BR><BR></SPAN><SPAN STYLE= ""font-style:italic;"" >Norae</SPAN><SPAN STYLE= """" > has been included in the entry name here, since only with this noun-like element the verb can build a prosodic unit where </SPAN><SPAN STYLE= ""font-style:italic;"" >norae</SPAN><SPAN STYLE= """" > does not appear separate from the verb, marked with accusative case (ex. 265). However, with other words referring to songs, or when a song-word is modified (cf. ex. 32), the noun-like element seems to appear separately from the verb with case marking. <BR><BR>Still, in these cases the song word may not be passivised as is indeed possible in some languages (cf. German </SPAN><SPAN STYLE= ""font-style:italic;"" >Viele Lieder wurden an diesem Abend gesungen,</SPAN><SPAN STYLE= """" > 'Many songs were sung that evening.'), which is why the case-marked constituent cannot be regarded fully independent from the verb. </SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,NV,노래부르다,Complex,12732698953
korean-live-1,,korean,live,salda,salda,,"<SPAN STYLE= """" >On top of the NOM-LOC case frame, one can have an additional accusative-marked constituent, which generally is a noun-like hyponym of 'life', so e.g., </SPAN><SPAN STYLE= ""font-style:italic;"" >insaeng</SPAN><SPAN STYLE= """" > 'life' (ex. 267). With the object being &quot;zero-related&quot; to the verb (that is, not contributing to the meaning of the whole and thus being semantically redundant, see Levin 1993: 95), this could be seen as a 'cognate alternation' as has been done in English by Levin. However, Korean seems to allow for a wide range of seeming adjuncts to be marked with accusative case (for example, way arguments in RUN), all of which do not have the typical properties of an object, for example the ability to undergo passivisation. This however might be a cross-linguistically attestable property of cognate objects and therefore not an argument for the dismissal of this alternation in Korean. Still, to what extent such an alternation can be called a 'cognate </SPAN><SPAN STYLE= ""font-style:italic;"" >object</SPAN><SPAN STYLE= """" >' alternation I am not sure. <BR><BR>Whereas the periphrastic causative of this verb can be seen as a typical example for a causative construction in Korean, the (former) morphological causative seems to have developed away from a true causative of </SPAN><SPAN STYLE= ""font-style:italic;"" >salda</SPAN><SPAN STYLE= """" > 'live', as </SPAN><SPAN STYLE= ""font-style:italic;"" >sallida</SPAN><SPAN STYLE= """" > (see ex. 268) has slightly changed its meaning to 'rescue/reanimate' someone or something, and the question arises how much the 'reanimated person or thing' can be considered a causee, rather than a patient. Furthermore, the locative does not seem to be expressed in the causative form. </SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,살다,Simplex,12733000513
korean-appear-1,,korean,appear,natanada,natanada,,"<SPAN STYLE= """" >The morphological causative of this verb has developed a meaning that diverges quite a lot from the basic meaning, and the locative argument is not expressible anymore. See ex. 270.</SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,나타나다,Unknown,12733000513
korean-die-1,,korean,die,jugda,jugda,,"<SPAN STYLE= """" >The morphological causative of this verb is equivalent to the English meaning 'to KILL'. </SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,죽다,Simplex,12732698953
korean-fall-1,,korean,fall,tteoreojida,tteoreojida,,"<SPAN STYLE= """" >This verb formally looks like a periphrastic </SPAN><SPAN STYLE= ""font-style:italic;"" >ji</SPAN><SPAN STYLE= """" >-passive form since one could argue that a verb </SPAN><SPAN STYLE= ""font-style:italic;"" >tteolda</SPAN><SPAN STYLE= """" > in its converbal form </SPAN><SPAN STYLE= ""font-style:italic;"" >tteol-eo</SPAN><SPAN STYLE= """" >, could have been combined with </SPAN><SPAN STYLE= ""font-style:italic;"" >ji-da</SPAN><SPAN STYLE= """" >, the passive auxiliary. Firstly, it is not clear what </SPAN><SPAN STYLE= ""font-style:italic;"" >tteol-</SPAN><SPAN STYLE= """" > actually means here. </SPAN><SPAN STYLE= ""font-style:italic;"" >Tteolda</SPAN><SPAN STYLE= """" > as an independent verb means 'shiver/shake', but I am not sure whether this is the same verb here. As mentioned in the explanation of the </SPAN><SPAN STYLE= ""font-style:italic;"" >ji</SPAN><SPAN STYLE= """" >-passive, Yeon (2003: 111) mentions that &quot;Historically, the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >ci-</SPAN><SPAN STYLE= """" > came from the verb, </SPAN><SPAN STYLE= ""font-style:italic;"" >ti-</SPAN><SPAN STYLE= """" >, which means 'to fall' (Bae 1988: 112 [SK: see Yeon 2003 for this reference]). It is generally accepted that the passive auxiliary verb </SPAN><SPAN STYLE= ""font-style:italic;"" >ci-</SPAN><SPAN STYLE= """" > is historically the ame as the main verb </SPAN><SPAN STYLE= ""font-style:italic;"" >ci-</SPAN><SPAN STYLE= """" > which has various meanings, but the prototypical meaning common to the various usages is a change of state (see Lee 1993: pp109-110 [SK: see Yeon 2003 for this reference]).&quot;  It is interesting that according to the findings of the researchers Yeon (2003) mentions, </SPAN><SPAN STYLE= ""font-style:italic;"" >ji-</SPAN><SPAN STYLE= """" > might come from a source verb which meant 'fall', and accordingly, </SPAN><SPAN STYLE= ""font-style:italic;"" >tteol-eo ji-da</SPAN><SPAN STYLE= """" > could be glossed as shake-CONV fall-DECL, 'shake and fall', but according to my native intuition I would not readily indentify </SPAN><SPAN STYLE= ""font-style:italic;"" >tteol-</SPAN><SPAN STYLE= """" > to mean 'shake/shiver' here. <BR><BR></SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,떨어지다,Unknown,12733340625
korean-feel-cold-1,,korean,feel-cold,chubda,chubda,,,13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,춥다 ,Simplex,12732698953
korean-be-hungry-1,,korean,be-hungry,baegopeuda,baegopeuda,,"<SPAN STYLE= """" >In this construction, </SPAN><SPAN STYLE= ""font-style:italic;"" >bae </SPAN><SPAN STYLE= """" >can be identified as 'belly', although I don't know what the 'verbal' element here, </SPAN><SPAN STYLE= ""font-style:italic;"" >gopeu-</SPAN><SPAN STYLE= """" > means. Thus as the name of this entry and also in ex. 15, the verb and the noun-like element have not been glossed separately, although the noun-like element may occur with case marking, see comments in ex. 184 for more.</SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,NV,배고프다,Complex,12732698953
korean-rain-1,,korean,rain,biga oda,biga oda,,"<SPAN STYLE= """" >Nominative case marking (</SPAN><SPAN STYLE= ""font-style:italic;"" >-ga</SPAN><SPAN STYLE= """" >) not obligatory (see general remarks in Yeon (2003: 22), possibly depends on information structural factors where it preferably occurs when it is new information.</SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,NV,비가 오다,Complex,12733105506
korean-get-1,,korean,get,badda,badda,,"<SPAN STYLE= """" >The morphological causative of this verb has developed a different meaning which means 'to sacrifice/ dedicate something to someone'. Orthographically, one would expected to write the causative form as </SPAN><SPAN STYLE= ""font-family: 'Arial Unicode MS';"" >&#48155;&#55176;&#45796;</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >badhida</SPAN><SPAN STYLE= """" > for this meaning, but in fact it is written </SPAN><SPAN STYLE= ""font-family: 'Arial Unicode MS';"" >&#48148;&#52824;&#45796;  </SPAN><SPAN STYLE= ""font-family: 'Arial Unicode MS';font-style:italic;"" >bachida</SPAN><SPAN STYLE= ""font-family: 'Arial Unicode MS';"" > which is the pronunciation of the causative form. This difference in orthography has led to prescriptive source to classify these verbs as two different ones, although from my point of view - and this might be a folk-linguistic misconception - the semantic relationship between making someone have something and sacrificing/dedicating something to someone is obvious, and the phonological change happening during the process of 'causativisation' is transparent and regular in Korean.</SPAN>",13026407489;13026583210;13026604831;13036558438;13036716018;13036719665;13042316385;13042889638;13044288377;13044569830;13044626536;13068033313;13069074557;13165654374;13165706690;13165917618;13165960232;13173834171;13173870906;13173917143;13216685895;13218703019;13218874435;13218888805;13218913647;13218964051;13218981914;13222830217;13222856404;13519104307;13519120444,,,,,,받다 ,Simplex,12732492625
